"","year","religion_importance","happiness","gender","age","religion","financial_satisfaction","living_standard","trust_people","trust_family","trust_foreigners"
"1584",2020,3,2,2,72,1,5,2,2,2,2
"1585",2020,2,2,2,47,0,7,3,2,2,3
"1586",2020,4,2,1,53,1,9,1,1,1,2
"1587",2020,3,2,1,51,1,3,3,2,1,3
"1588",2020,4,2,1,47,0,7,2,1,2,2
"1589",2020,2,3,1,49,1,4,2,2,2,3
"1590",2020,3,2,2,32,0,9,1,1,2,3
"1591",2020,3,2,2,45,0,3,1,2,1,2
"1592",2020,1,2,1,40,2,7,2,2,2,2
"1593",2020,3,2,1,71,0,6,1,2,2,2
"1594",2020,1,3,1,28,2,6,1,1,2,2
"1595",2020,1,3,2,50,1,4,3,1,2,2
"1596",2020,2,2,2,31,3,6,1,2,3,4
"1597",2020,4,3,2,38,0,6,2,2,1,2
"1598",2020,3,2,2,41,1,6,1,1,2,3
"1599",2020,4,2,2,38,0,8,1,2,1,2
"1600",2020,3,3,1,58,0,8,1,2,1,2
"1601",2020,4,1,1,63,0,9,1,1,1,2
"1602",2020,1,2,2,46,2,7,1,1,1,2
"1603",2020,4,2,2,39,0,8,1,1,1,2
"1604",2020,2,1,1,68,1,10,1,1,2,2
"1605",2020,4,2,1,30,0,7,1,1,1,2
"1606",2020,2,3,2,50,1,3,3,2,2,3
"1607",2020,2,2,1,19,1,6,3,1,2,2
"1608",2020,3,2,1,60,1,8,3,2,2,2
"1609",2020,4,3,1,53,0,4,2,2,4,3
"1610",2020,4,2,2,27,0,7,1,2,1,3
"1611",2020,4,2,2,27,0,3,1,1,2,2
"1612",2020,4,2,2,38,0,10,1,1,1,2
"1613",2020,1,1,2,70,2,10,1,1,1,2
"1614",2020,3,1,1,67,1,8,1,1,2,1
"1615",2020,1,2,2,19,1,10,1,2,2,2
"1616",2020,2,2,2,62,0,5,1,1,1,2
"1617",2020,3,2,1,24,0,7,1,1,1,2
"1618",2020,2,2,2,31,1,7,1,2,1,2
"1619",2020,2,2,1,35,1,9,2,2,2,2
"1620",2020,2,1,1,39,1,8,1,1,2,1
"1621",2020,4,2,2,23,0,4,1,1,1,1
"1622",2020,1,2,1,25,6,7,2,1,1,2
"1623",2020,3,2,2,34,0,8,3,2,1,3
"1624",2020,2,2,2,59,1,9,1,1,2,2
"1625",2020,4,2,1,50,1,6,1,1,1,2
"1626",2020,4,3,2,53,0,7,1,1,1,2
"1627",2020,1,2,1,85,1,8,1,1,1,2
"1628",2020,3,3,2,51,0,6,3,1,2,2
"1629",2020,1,2,1,55,2,9,3,2,1,1
"1630",2020,4,2,1,32,0,8,3,2,1,2
"1631",2020,3,2,1,45,0,7,1,1,2,3
"1632",2020,3,1,1,65,1,10,1,1,1,1
"1633",2020,4,2,2,46,1,2,2,2,1,3
"1634",2020,2,1,1,58,2,3,1,2,2,2
"1635",2020,1,3,1,65,2,3,2,2,3,3
"1636",2020,4,3,2,24,0,5,2,1,1,2
"1637",2020,2,2,2,25,2,7,1,1,1,2
"1638",2020,2,3,1,20,0,3,2,2,4,3
"1639",2020,3,2,1,42,1,7,1,1,1,2
"1640",2020,3,2,1,51,1,3,1,2,2,4
"1641",2020,4,1,2,31,4,6,1,1,1,2
"1642",2020,4,2,2,18,0,7,1,1,1,2
"1643",2020,2,2,2,21,8,7,3,2,1,1
"1644",2020,1,1,2,19,5,3,1,2,1,4
"1645",2020,4,2,1,39,0,9,1,2,1,2
"1646",2020,2,2,2,30,6,8,3,2,2,2
"1647",2020,3,2,1,57,1,8,3,1,1,2
"1648",2020,4,2,2,23,0,6,1,1,1,2
"1649",2020,1,1,1,41,1,10,1,1,1,2
"1650",2020,2,1,1,42,1,9,3,2,2,2
"1651",2020,3,2,2,66,1,7,1,1,1,2
"1652",2020,4,2,1,31,0,5,1,1,1,2
"1653",2020,4,1,1,61,1,10,3,2,1,2
"1654",2020,2,2,2,54,0,5,1,2,2,2
"1655",2020,4,2,1,54,0,6,1,2,1,2
"1656",2020,3,2,2,25,1,7,3,1,1,2
"1657",2020,2,2,2,41,1,6,1,2,2,2
"1658",2020,4,2,2,21,0,4,3,1,2,2
"1659",2020,3,3,2,28,7,3,3,2,2,3
"1660",2020,4,2,2,27,0,6,2,1,1,2
"1661",2020,4,3,1,52,9,7,2,1,1,2
"1662",2020,2,2,1,43,0,6,1,2,2,3
"1663",2020,3,1,2,36,1,8,1,2,1,2
"1664",2020,3,3,2,28,0,8,1,1,1,2
"1665",2020,4,2,2,20,0,2,1,2,3,2
"1666",2020,3,2,1,27,0,6,2,2,2,3
"1667",2020,2,2,2,33,1,5,3,2,1,1
"1668",2020,2,2,2,57,9,8,1,2,1,2
"1669",2020,3,2,2,28,0,3,2,2,1,2
"1670",2020,4,2,1,75,0,10,1,1,1,1
"1671",2020,4,2,1,43,0,6,3,2,1,2
"1672",2020,3,2,1,47,3,5,2,1,2,2
"1673",2020,3,2,1,50,2,7,3,1,2,2
"1674",2020,4,2,2,49,0,6,2,2,1,2
"1675",2020,1,1,1,77,2,8,1,1,1,2
"1676",2020,4,2,2,20,1,6,3,2,2,2
"1677",2020,4,2,2,23,0,7,1,2,1,2
"1678",2020,3,3,1,40,4,6,1,2,1,3
"1679",2020,4,1,2,48,0,8,1,2,3,3
"1680",2020,3,2,1,48,9,8,2,1,1,2
"1681",2020,4,2,1,62,3,5,1,1,1,2
"1682",2020,4,2,2,50,0,7,3,2,1,2
"1683",2020,3,2,1,61,0,5,1,1,2,2
"1684",2020,2,2,2,79,2,8,1,1,1,1
"1685",2020,4,2,1,59,0,7,1,2,1,1
"1686",2020,3,2,1,38,0,7,3,1,1,2
"1687",2020,4,3,1,20,0,4,1,2,2,3
"1688",2020,3,2,2,20,0,10,1,1,1,2
"1689",2020,3,2,2,53,1,7,1,2,1,2
"1690",2020,1,3,2,66,2,2,3,1,1,2
"1691",2020,4,4,2,25,0,1,2,2,2,2
"1692",2020,4,2,2,59,0,10,2,2,2,2
"1693",2020,4,3,1,54,0,3,1,1,2,3
"1694",2020,4,2,1,38,0,7,3,1,1,2
"1695",2020,4,2,2,24,0,6,1,2,1,3
"1696",2020,3,2,2,31,0,9,1,1,1,3
"1697",2020,4,3,2,65,2,1,2,2,3,3
"1698",2020,3,2,2,55,4,2,2,1,1,1
"1699",2020,4,2,2,44,1,5,2,2,2,2
"1700",2020,4,1,2,38,0,5,3,1,1,2
"1701",2020,4,2,2,18,1,5,1,2,2,4
"1702",2020,3,3,2,29,0,4,3,1,2,2
"1703",2020,3,3,2,35,0,3,2,1,2,2
"1704",2020,2,2,2,67,1,7,1,1,2,2
"1705",2020,4,2,1,36,0,6,3,1,1,2
"1706",2020,3,1,2,65,0,5,1,2,1,2
"1707",2020,4,2,2,27,0,9,1,1,1,2
"1708",2020,3,3,1,56,0,6,2,1,1,2
"1709",2020,2,3,2,68,2,3,2,2,1,2
"1710",2020,1,3,1,73,1,2,2,2,1,2
"1711",2020,4,2,2,43,0,3,3,1,1,2
"1712",2020,3,2,1,43,1,2,1,2,1,2
"1713",2020,2,2,1,65,2,9,1,1,1,2
"1714",2020,3,2,1,36,2,8,3,1,1,1
"1715",2020,1,1,2,21,1,9,1,2,1,2
"1716",2020,3,2,2,38,1,5,1,2,2,2
"1717",2020,1,2,2,49,8,10,1,1,1,1
"1718",2020,2,1,1,32,6,5,1,1,1,2
"1719",2020,1,2,1,51,2,8,1,2,1,2
"1720",2020,1,3,1,36,1,2,2,2,2,2
"1721",2020,3,2,1,33,0,3,1,1,1,3
"1722",2020,4,1,1,64,0,7,1,1,1,1
"1723",2020,2,2,2,26,3,6,3,2,2,2
"1724",2020,1,2,1,81,2,7,1,1,2,2
"1725",2020,3,1,2,66,2,8,1,1,1,2
"1726",2020,2,1,1,79,1,9,3,1,1,2
"1727",2020,1,2,2,18,1,8,1,2,1,2
"1728",2020,2,2,1,74,2,9,1,1,1,2
"1729",2020,2,3,2,47,2,7,2,1,1,2
"1730",2020,3,1,1,77,0,9,1,1,1,2
"1731",2020,3,3,1,46,4,7,3,1,1,2
"1732",2020,2,1,2,45,1,5,1,1,1,2
"1733",2020,2,3,1,52,1,3,2,2,1,2
"1734",2020,4,2,1,33,0,7,2,1,2,2
"1735",2020,4,3,2,23,0,7,1,2,2,2
"1736",2020,3,2,2,77,0,7,3,1,1,1
"1737",2020,3,2,2,63,0,7,1,2,1,2
"1738",2020,3,2,2,26,0,4,2,2,1,2
"1739",2020,4,2,2,21,0,8,1,2,1,3
"1740",2020,1,1,1,19,1,7,3,1,1,2
"1741",2020,2,2,1,46,1,9,1,1,2,1
"1742",2020,1,2,1,71,2,8,1,1,1,2
"1743",2020,4,2,2,18,0,8,1,1,2,3
"1744",2020,3,2,1,51,1,8,1,1,2,2
"1745",2020,4,2,1,34,0,5,2,1,2,2
"1746",2020,4,2,1,58,1,7,1,2,1,3
"1747",2020,3,3,2,77,0,2,1,1,1,2
"1748",2020,4,2,2,34,0,8,1,2,1,2
"1749",2020,2,2,2,41,2,8,1,2,2,3
"1750",2020,3,2,2,70,4,9,3,1,2,2
"1751",2020,3,2,1,66,1,8,1,2,1,2
"1752",2020,4,2,2,49,0,5,3,2,1,1
"1753",2020,3,2,2,23,0,6,1,1,2,2
"1754",2020,2,2,2,35,1,8,3,1,2,2
"1755",2020,3,2,1,75,0,8,1,1,2,2
"1756",2020,2,2,2,19,2,3,2,2,2,2
"1757",2020,4,2,1,68,0,5,1,2,1,3
"1758",2020,2,1,2,69,1,8,1,1,1,2
"1759",2020,4,3,2,77,0,8,1,1,2,2
"1760",2020,3,2,1,31,1,8,1,1,1,1
"1761",2020,2,2,1,20,4,8,3,1,3,3
"1762",2020,3,1,1,59,1,10,1,1,1,1
"1763",2020,4,1,1,72,1,10,1,2,2,2
"1764",2020,1,2,1,26,5,3,2,2,1,1
"1765",2020,4,2,1,70,0,9,2,1,1,2
"1766",2020,3,3,2,26,0,7,1,2,2,2
"1767",2020,2,1,1,71,2,10,3,2,3,4
"1768",2020,4,2,2,31,0,6,2,1,1,2
"1769",2020,2,1,2,31,0,9,3,2,1,2
"1770",2020,4,2,1,68,0,5,3,1,1,2
"1771",2020,3,2,1,78,0,9,1,2,2,3
"1772",2020,2,2,1,51,7,8,1,1,1,2
"1773",2020,3,2,2,24,0,3,1,2,1,2
"1774",2020,4,2,1,47,0,3,2,2,1,2
"1775",2020,3,2,1,30,1,7,3,2,1,2
"1776",2020,4,2,1,39,0,4,2,1,1,2
"1777",2020,4,1,1,74,0,9,1,1,1,1
"1778",2020,3,3,2,65,0,5,3,2,2,3
"1779",2020,2,2,1,60,1,8,1,1,2,2
"1780",2020,2,2,1,23,5,9,3,2,1,2
"1781",2020,2,2,2,86,2,8,3,2,1,2
"1782",2020,3,2,1,63,1,8,1,1,1,2
"1783",2020,3,4,1,35,1,2,2,1,2,2
"1784",2020,4,1,1,33,0,8,1,2,2,2
"1785",2020,1,1,2,62,1,8,1,1,1,1
"1786",2020,1,1,1,27,2,8,2,2,1,2
"1787",2020,4,2,1,61,0,8,1,2,2,2
"1788",2020,4,2,2,38,0,6,3,1,2,2
"1789",2020,3,1,1,71,2,10,1,1,1,2
"1790",2020,1,1,1,63,1,6,1,1,2,2
"1791",2020,3,3,2,35,0,7,2,2,1,2
"1792",2020,1,1,2,76,4,7,3,1,1,2
"1793",2020,1,2,1,82,1,10,1,1,1,1
"1794",2020,4,2,1,54,0,7,2,1,3,3
"1795",2020,4,2,1,64,2,9,3,2,2,2
"1796",2020,3,2,2,24,0,6,3,1,1,2
"1797",2020,4,2,1,62,2,2,2,2,1,3
"1798",2020,2,1,1,35,1,8,1,1,1,2
"1799",2020,4,2,2,25,0,3,2,2,1,2
"1800",2020,3,1,2,50,0,7,1,2,1,2
"1801",2020,4,2,1,72,0,8,1,1,2,2
"1802",2020,2,2,2,74,2,5,2,1,2,2
"1803",2020,3,1,1,71,1,4,2,1,1,2
"1804",2020,1,1,2,30,1,10,1,1,1,2
"1805",2020,3,1,1,67,9,9,3,1,1,1
"1806",2020,4,1,1,68,0,8,3,1,1,2
"1807",2020,2,2,2,31,1,6,2,2,2,2
"1808",2020,4,2,2,22,1,6,1,2,1,2
"1809",2020,3,3,1,29,0,6,2,2,3,3
"1810",2020,2,1,1,54,2,5,2,2,2,4
"1811",2020,4,2,1,59,0,3,1,2,2,2
"1812",2020,4,2,1,35,0,9,1,2,1,2
"1813",2020,4,2,1,42,1,6,1,2,1,2
"1814",2020,2,1,2,66,2,10,1,1,2,2
"1815",2020,3,2,2,62,1,9,1,1,2,2
"1816",2020,2,2,2,29,1,5,2,1,2,2
"1817",2020,1,2,2,66,1,6,1,2,1,1
"1818",2020,1,2,2,67,2,8,1,1,1,1
"1819",2020,1,2,1,33,5,8,3,2,1,2
"1820",2020,4,3,1,51,0,3,2,2,1,2
"1821",2020,4,2,1,59,0,9,1,1,1,1
"1822",2020,2,1,1,35,0,7,1,2,2,2
"1823",2020,3,1,1,35,1,6,3,1,2,2
"1824",2020,1,1,1,30,1,9,1,1,2,2
"1825",2020,2,3,1,50,0,1,1,2,2,2
"1826",2020,3,1,1,52,1,7,1,1,1,2
"1827",2020,1,2,2,72,2,7,3,1,1,2
"1828",2020,4,2,1,27,1,6,2,2,2,2
"1829",2020,4,3,2,19,0,6,3,1,1,2
"1830",2020,1,1,1,52,1,10,1,1,2,2
"1831",2020,3,1,2,74,9,6,1,2,1,2
"1832",2020,3,1,2,67,1,10,1,1,2,2
"1833",2020,1,2,1,39,0,1,2,2,1,3
"1834",2020,4,2,2,48,0,3,3,2,1,2
"1835",2020,4,1,2,37,1,8,2,2,1,2
"1836",2020,4,2,2,21,0,7,3,1,1,2
"1837",2020,1,2,2,46,3,8,3,2,1,2
"1838",2020,2,2,1,44,4,6,3,2,3,3
"1839",2020,3,2,2,30,1,4,3,2,1,2
"1840",2020,3,3,2,44,0,6,3,1,1,2
"1841",2020,4,3,1,54,1,2,3,2,2,2
"1842",2020,4,2,2,48,1,7,1,2,3,4
"1843",2020,4,2,1,36,0,3,3,1,1,2
"1844",2020,3,2,1,67,0,4,1,1,1,2
"1845",2020,3,2,2,56,3,10,1,1,1,1
"1846",2020,4,2,2,54,0,7,1,2,1,2
"1847",2020,4,3,2,22,0,2,2,1,1,1
"1848",2020,1,1,2,37,5,7,1,2,2,2
"1849",2020,4,2,2,36,0,6,3,1,1,2
"1850",2020,4,2,2,49,4,8,3,2,1,2
"1851",2020,3,2,2,29,0,6,3,1,1,3
"1852",2020,3,2,1,51,0,7,1,2,1,2
"1853",2020,3,2,2,31,0,7,1,2,2,2
"1854",2020,4,3,2,20,0,3,1,2,2,2
"1855",2020,4,2,1,47,0,8,1,1,1,2
"1856",2020,4,2,1,65,0,6,1,1,1,2
"1857",2020,2,2,2,67,2,5,2,2,1,2
"1858",2020,1,2,1,25,5,8,1,1,3,2
"1859",2020,3,2,1,56,1,7,3,1,1,2
"1860",2020,2,2,2,69,1,6,1,2,1,4
"1861",2020,4,2,2,21,5,4,1,2,2,2
"1862",2020,1,1,1,28,9,5,3,2,1,2
"1863",2020,2,2,1,31,3,7,2,2,1,2
"1864",2020,4,4,1,42,0,6,2,2,2,3
"1865",2020,4,2,2,24,0,2,2,2,3,2
"1866",2020,4,2,2,33,0,6,1,2,1,2
"1867",2020,1,1,1,37,1,7,1,2,1,1
"1868",2020,3,2,1,25,0,7,1,2,2,3
"1869",2020,3,2,2,61,4,8,3,1,1,2
"1870",2020,2,2,2,38,2,8,1,2,1,3
"1871",2020,3,2,1,59,1,9,1,1,1,2
"1872",2020,1,1,2,18,5,7,1,2,1,2
"1873",2020,1,1,1,31,5,9,3,2,1,1
"1874",2020,3,1,1,77,4,10,1,1,1,2
"1875",2020,3,2,2,34,1,7,3,2,1,2
"1876",2020,3,3,2,54,0,6,3,1,1,1
"1877",2020,2,2,2,22,1,4,1,2,1,2
"1878",2020,2,1,2,61,1,6,3,2,1,3
"1879",2020,4,2,2,27,0,6,1,1,1,2
"1880",2020,1,2,1,73,4,8,1,2,2,2
"1881",2020,2,2,2,37,0,4,2,2,2,1
"1882",2020,2,2,1,47,2,7,1,2,1,3
"1883",2020,1,2,1,42,2,9,1,1,1,2
"1884",2020,4,2,1,40,0,7,3,1,1,2
"1885",2020,4,1,2,39,0,7,2,1,1,2
"1886",2020,3,1,2,50,1,8,1,1,1,2
"1887",2020,4,3,2,19,0,7,1,2,2,2
"1888",2020,3,2,2,25,0,5,2,2,2,2
"1889",2020,4,2,2,70,0,10,3,2,1,2
"1890",2020,4,2,1,18,0,7,3,2,1,3
"1891",2020,3,3,1,25,0,5,3,2,2,2
"1892",2020,2,2,1,41,2,7,1,2,2,2
"1893",2020,4,1,1,51,0,9,3,1,2,2
"1894",2020,4,1,1,59,1,9,1,1,1,2
"1895",2020,3,2,2,59,1,5,2,2,2,2
"1896",2020,2,2,2,25,8,6,1,2,2,2
"1897",2020,3,3,1,30,0,2,2,2,3,1
"1898",2020,2,1,1,29,1,8,3,1,1,2
"1899",2020,3,2,2,30,0,5,3,2,1,2
"1900",2020,2,3,2,30,0,3,1,2,1,2
"1901",2020,2,2,2,56,1,9,1,1,1,2
"1902",2020,4,2,2,52,0,6,2,1,3,2
"1903",2020,3,3,2,28,0,9,1,2,2,2
"1904",2020,4,2,1,18,0,8,1,2,2,3
"1905",2020,1,1,2,22,5,10,1,1,3,1
"1906",2020,3,3,1,26,1,6,1,1,1,2
"1907",2020,4,2,1,41,0,10,1,1,1,2
"1908",2020,3,2,2,42,0,9,3,1,1,2
"1909",2020,3,3,2,27,0,4,3,2,3,2
"1910",2020,1,2,2,24,5,10,2,2,1,3
"1911",2020,3,1,1,60,1,8,1,1,1,2
"1912",2020,4,2,2,70,0,7,2,1,1,2
"1913",2020,3,2,1,56,1,7,1,1,1,2
"1914",2020,1,2,1,22,5,8,3,2,1,2
"1915",2020,2,2,2,40,1,3,3,1,2,2
"1916",2020,4,1,1,47,0,8,1,1,1,2
"1917",2020,4,2,2,50,1,8,1,1,1,2
"1918",2020,1,2,2,66,1,8,3,1,2,2
"1919",2020,3,2,1,29,5,4,3,1,2,2
"1920",2020,2,1,1,63,1,9,1,1,1,2
"1921",2020,3,2,1,26,6,7,1,1,1,2
"1922",2020,2,2,2,32,2,7,2,2,2,2
"1923",2020,4,2,1,42,0,7,1,1,1,2
"1924",2020,3,2,2,32,0,6,1,2,2,2
"1925",2020,3,4,1,33,0,1,1,2,4,4
"1926",2020,1,1,1,53,1,8,1,1,1,2
"1927",2020,1,1,2,72,2,10,1,1,1,1
"1928",2020,4,2,2,27,0,5,2,1,2,2
"1929",2020,3,2,2,38,1,8,1,1,1,2
"1930",2020,4,2,2,27,1,7,2,2,1,3
"1931",2020,1,2,1,58,2,9,1,2,2,3
"1932",2020,1,2,2,33,3,6,2,1,3,2
"1933",2020,3,2,2,19,9,7,1,1,1,2
"1934",2020,4,2,1,56,1,2,2,1,1,2
"1935",2020,3,2,1,53,2,8,1,1,1,3
"1936",2020,4,2,1,38,0,7,1,2,1,2
"1937",2020,4,2,1,46,0,5,2,1,2,2
"1938",2020,3,3,2,25,1,1,1,2,1,2
"1939",2020,2,3,1,64,2,7,1,1,1,2
"1940",2020,2,2,1,23,6,7,2,1,2,2
"1941",2020,4,1,1,20,0,7,1,1,1,1
"1942",2020,4,2,1,62,2,4,3,2,2,2
"1943",2020,4,2,1,28,0,5,2,2,3,3
"1944",2020,4,2,2,37,0,4,1,2,1,2
"1945",2020,3,3,2,41,9,4,2,2,2,2
"1946",2020,1,1,2,37,9,8,2,1,1,2
"1947",2020,3,2,2,66,0,7,2,1,1,2
"1948",2020,2,2,2,31,7,4,1,2,1,3
"1949",2020,3,1,2,66,1,10,1,1,1,2
"1950",2020,3,3,1,33,1,7,1,2,2,2
"1951",2020,4,2,1,25,0,7,3,2,1,2
"1952",2020,4,2,1,43,0,6,1,2,1,3
"1953",2020,1,2,2,77,2,8,1,1,1,1
"1954",2020,4,2,2,38,0,7,3,1,2,2
"1955",2020,4,3,1,54,0,4,1,2,2,3
"1956",2020,4,2,2,32,1,6,1,1,1,2
"1957",2020,3,1,1,46,0,6,1,2,1,2
"1958",2020,4,2,2,26,0,9,1,1,1,1
"1959",2020,1,2,1,46,5,8,1,2,1,2
"1960",2020,4,2,2,30,0,7,3,1,1,2
"1961",2020,2,2,2,73,9,8,3,2,1,2
"1962",2020,1,2,1,51,1,7,3,1,1,1
"1963",2020,2,2,2,67,2,8,3,1,1,2
"1964",2020,2,3,1,26,0,7,1,2,1,3
"1965",2020,3,2,2,77,2,3,3,1,1,1
"1966",2020,4,2,1,27,0,7,1,2,1,2
"1967",2020,4,2,1,42,0,5,1,2,2,2
"1968",2020,1,1,2,53,1,10,1,2,2,2
"1969",2020,2,2,2,40,5,8,2,2,2,3
"1970",2020,4,2,2,29,0,8,3,1,1,2
"1971",2020,2,3,2,59,4,4,3,1,2,2
"1972",2020,3,2,1,67,0,7,3,2,2,2
"1973",2020,1,1,2,79,2,10,1,1,1,2
"1974",2020,1,2,2,34,2,2,2,2,1,2
"1975",2020,3,2,2,31,1,8,1,1,1,2
"1976",2020,4,2,2,26,0,7,3,1,1,1
"1977",2020,2,3,2,19,6,5,1,2,1,2
"1978",2020,3,3,1,32,0,5,1,1,1,1
"1979",2020,3,1,1,29,3,10,3,1,1,2
"1980",2020,2,2,1,23,2,8,2,2,2,3
"1981",2020,3,2,1,53,0,5,3,2,2,4
"1982",2020,2,2,2,74,2,8,1,1,2,2
"1983",2020,2,2,2,66,1,9,1,2,1,2
"1984",2020,2,2,2,58,1,2,3,2,1,3
"1985",2020,2,2,1,21,1,7,1,2,2,2
"1986",2020,4,3,2,23,0,7,3,2,2,2
"1987",2020,3,2,2,66,1,9,1,1,1,2
"1988",2020,3,2,1,61,1,8,2,2,2,2
"1989",2020,3,2,1,50,0,8,1,1,1,2
"1990",2020,3,2,2,29,0,9,1,1,1,2
"1991",2020,3,3,2,53,2,3,2,2,2,2
"1992",2020,2,3,2,71,2,8,1,2,1,2
"1993",2020,2,2,2,56,4,8,3,2,1,2
"1994",2020,4,1,1,62,0,9,1,1,1,1
"1995",2020,1,1,2,63,1,7,1,2,1,2
"1996",2020,4,3,2,37,0,1,1,2,2,2
"1997",2020,3,2,2,45,1,1,1,2,2,2
"1998",2020,2,2,1,23,1,8,1,1,2,2
"1999",2020,2,3,1,38,1,1,3,1,3,1
"2000",2020,3,2,1,39,3,7,3,1,1,2
"2001",2020,3,1,2,61,1,5,3,1,1,2
"2002",2020,1,2,2,60,1,6,1,1,1,2
"2003",2020,4,2,2,24,0,7,2,2,2,2
"2004",2020,4,2,1,36,0,5,1,1,1,2
"2005",2020,4,2,1,23,0,5,3,1,1,2
"2006",2020,4,1,1,53,0,10,1,1,1,1
"2007",2020,1,2,2,35,1,7,1,2,2,2
"2008",2020,3,2,2,51,2,7,2,2,2,2
"2009",2020,4,2,2,61,0,4,2,2,2,4
"2010",2020,3,2,2,31,1,5,3,2,1,2
"2011",2020,1,2,2,49,2,4,1,1,1,1
"2012",2020,4,2,1,65,0,7,1,2,3,2
"2013",2020,1,2,2,53,2,5,2,1,1,2
"2014",2020,2,2,1,22,2,7,3,1,2,2
"2015",2020,3,2,1,36,1,6,3,2,2,2
"2016",2020,4,2,2,43,0,9,3,2,1,1
"2017",2020,2,2,2,68,1,6,1,1,2,2
"2018",2020,2,2,1,25,3,5,1,2,2,2
"2019",2020,3,2,2,58,1,9,1,1,1,2
"2020",2020,2,2,2,40,2,6,3,1,1,2
"2021",2020,4,1,1,68,1,8,1,2,1,2
"2022",2020,1,2,1,64,1,7,2,1,1,2
"2023",2020,1,1,1,84,1,9,1,2,1,2
"2024",2020,3,1,2,73,0,9,1,1,2,2
"2025",2020,1,2,2,52,2,8,2,1,1,2
"2026",2020,3,2,2,25,0,5,1,2,2,2
"2027",2020,1,1,1,74,2,9,3,1,1,1
"2028",2020,4,3,2,43,0,5,2,2,1,2
"2029",2020,3,2,2,20,0,3,1,1,1,2
"2030",2020,1,1,2,31,7,4,1,1,2,2
"2031",2020,3,2,1,48,2,5,2,2,2,3
"2032",2020,4,2,2,30,2,5,3,1,2,2
"2033",2020,2,2,2,23,7,8,1,1,1,1
"2034",2020,2,2,2,32,5,4,2,2,2,3
"2035",2020,1,2,1,43,2,8,3,1,1,2
"2036",2020,4,1,1,47,0,8,1,2,1,4
"2037",2020,2,2,2,56,1,8,1,2,1,2
"2038",2020,4,2,2,26,0,6,2,1,1,2
"2039",2020,1,1,1,30,9,5,2,1,1,2
"2040",2020,3,2,2,32,2,6,2,1,2,1
"2041",2020,4,2,2,22,0,8,3,2,2,2
"2042",2020,4,1,1,28,0,8,1,2,1,3
"2043",2020,1,2,2,40,2,7,1,1,1,1
"2044",2020,1,3,1,60,2,5,3,1,2,2
"2045",2020,4,2,1,71,1,6,1,2,2,4
"2046",2020,3,3,2,18,0,6,1,2,2,3
"2047",2020,4,2,1,48,0,4,2,1,1,2
"2048",2020,3,2,1,21,7,6,3,2,1,2
"2049",2020,1,2,1,58,9,3,1,2,1,1
"2050",2020,1,2,2,39,9,4,2,2,1,2
"2051",2020,4,2,2,32,0,7,1,1,1,2
"2052",2020,3,4,2,34,1,3,3,2,3,3
"2053",2020,1,2,2,27,8,6,1,1,1,2
"2054",2020,4,3,2,39,0,3,2,1,2,1
"2055",2020,3,2,2,26,2,1,3,2,1,2
"2056",2020,4,3,1,27,0,1,3,2,2,3
"2057",2020,1,1,2,55,1,8,1,1,2,2
"2058",2020,4,1,1,72,0,9,1,1,1,1
"2059",2020,4,2,2,20,0,8,3,2,1,1
"2060",2020,2,2,2,32,5,6,1,2,1,2
"2061",2020,3,2,1,38,0,5,2,1,1,2
"2062",2020,3,2,2,32,1,7,3,1,1,2
"2063",2020,2,2,1,29,0,7,3,1,2,2
"2064",2020,4,2,2,23,1,6,1,2,2,4
"2065",2020,1,2,2,50,1,7,2,1,1,3
"2066",2020,4,3,2,74,0,3,3,1,1,2
"2067",2020,3,2,2,49,0,9,3,2,1,2
"2068",2020,3,2,2,28,1,5,1,2,1,1
"2069",2020,3,2,1,44,2,7,1,1,1,2
"2070",2020,3,2,2,33,1,7,3,1,1,2
"2071",2020,3,1,2,53,1,8,1,1,1,2
"2072",2020,1,1,1,30,1,8,1,1,2,1
"2073",2020,4,2,2,54,0,8,3,1,1,2
"2074",2020,4,2,2,20,0,6,1,1,1,2
"2075",2020,2,2,1,28,1,3,1,2,1,2
"2076",2020,3,2,1,52,1,7,1,2,2,2
"2077",2020,4,1,2,51,1,9,1,1,1,2
"2078",2020,1,2,2,27,1,4,3,2,1,2
"2079",2020,4,2,1,43,1,7,3,2,1,2
"2080",2020,4,3,2,32,0,5,3,2,2,2
"2081",2020,4,2,1,27,0,6,2,2,2,4
"2082",2020,4,2,1,35,0,7,3,1,1,2
"2083",2020,4,2,1,34,0,8,1,1,1,2
"2084",2020,2,3,1,46,1,7,3,2,3,4
"2085",2020,4,3,1,50,0,6,3,2,2,3
"2086",2020,3,1,2,58,1,7,1,2,1,2
"2087",2020,2,2,1,29,0,2,3,2,4,4
"2088",2020,3,2,1,24,0,7,3,1,1,2
"2089",2020,4,1,1,33,0,8,1,1,1,2
"2090",2020,1,1,1,30,5,7,1,1,1,2
"2091",2020,3,2,2,71,0,6,3,1,2,2
"2092",2020,1,2,2,27,1,7,1,2,1,1
"2093",2020,4,2,2,40,0,5,2,1,1,2
"2094",2020,4,2,2,29,0,7,3,2,3,3
"2095",2020,4,2,2,27,0,4,3,1,1,2
"2096",2020,4,2,1,34,0,4,2,2,1,4
"2097",2020,2,2,2,50,0,5,2,2,2,2
"2098",2020,1,1,2,43,1,8,1,1,1,1
"2099",2020,2,1,2,48,0,8,2,2,2,2
